position_id,position_salary,position_name,position_url,position_city,position_area,position_publishtime,work_year,education,position_desc,position_tags,hr_id,company_name,company_id,company_url,company_desc
5613978,15k-20k,Python工程师-00225,https://www.lagou.com/jobs/5613978.html,北京,五道口,1天前发布,经验3-5年,本科,“五险一金，带薪年假，节日福利，内部培训”,/云计算//大数据/,11047502,紫光云,429600,https://www.lagou.com/gongsi/429600.html,移动互联网，数据服务 / 不需要融资 / 500-2000人
5621894,20k-25k,Python开发工程师,https://www.lagou.com/jobs/5621894.html,深圳,南山区,3天前发布,经验3-5年,本科,“自带食堂，自带健身房，出国旅游”,/大数据//云计算//后端//数据挖掘//算法/,3330592,智慧享联,103077,https://www.lagou.com/gongsi/103077.html,移动互联网，O2O / 不需要融资 / 150-500人
5414270,15k-30k,python开发工程师,https://www.lagou.com/jobs/5414270.html,深圳,后海,2天前发布,经验3-5年,不限,“绩效奖金，弹性工作，五险一金”,/五险一金//两餐补助//超低息员工贷//年底奖金/,2694874,小赢科技,24587,https://www.lagou.com/gongsi/24587.html,金融 / 上市公司 / 500-2000人
4671592,15k-30k,python研发工程师,https://www.lagou.com/jobs/4671592.html,杭州,拱墅区,3天前发布,经验1-3年,本科,“弹性工作，技术大神带，午餐补助，年度旅游”,/后端//C/,2307899,美登科技,89553,https://www.lagou.com/gongsi/89553.html,电子商务，企业服务 / 不需要融资 / 15-50人
5696927,10k-20k,Django 研发工程师,https://www.lagou.com/jobs/5696927.html,北京,朝阳区,1天前发布,经验1-3年,本科,“房补、午餐、每月团建经费、零食水果、年假”,/Python/,7056649,云杉智达科技,463774,https://www.lagou.com/gongsi/463774.html,移动互联网，企业服务 / 不需要融资 / 15-50人
5313174,9k-15k,Python开发工程师,https://www.lagou.com/jobs/5313174.html,南京,雨花台区,2天前发布,经验3-5年,本科,“扁平管理、氛围轻松、技术大拿”,/后端//Linux/Unix/,2483709,Dilato,81354,https://www.lagou.com/gongsi/81354.html,移动互联网，企业服务 / 未融资 / 150-500人
4904965,10k-15k,Python,https://www.lagou.com/jobs/4904965.html,宁波,鄞州区,3天前发布,经验3-5年,本科,“出国机会，上升空间，踏实做事，靠谱”,/技能培训//年底双薪//专项奖金//带薪年假/,566791,乐檬软件,33459,https://www.lagou.com/gongsi/33459.html,企业服务，生活服务 / 未融资 / 50-150人
2282811,15k-25k,Python,https://www.lagou.com/jobs/2282811.html,上海,虹口区,3天前发布,经验3-5年,本科,“轻松办公环境、无限零食、桌球、乒乓球”,/体育/,1684679,雷速体育,72838,https://www.lagou.com/gongsi/72838.html,移动互联网，社交网络 / 不需要融资 / 50-150人
5702081,7k-12k,python,https://www.lagou.com/jobs/5702081.html,武汉,江夏区,2019-03-15,经验1-3年,本科,“入职缴纳六险一金，弹性上班时间，周末双休”,/自动化/,8530046,武汉佰钧成技术有限公司,16831,https://www.lagou.com/gongsi/16831.html,移动互联网 / 不需要融资 / 2000人以上
5709434,20k-40k,python开发,https://www.lagou.com/jobs/5709434.html,北京,北京大学,2019-03-18,经验1-3年,本科,“福利好，成长快，AI独角兽”,/科技大牛公司//自助三餐//年终多薪//超长带薪假期/,8614205,旷视科技,1561,https://www.lagou.com/gongsi/1561.html,移动互联网，硬件 / C轮 / 500-2000人
5306661,10k-20k,Python工程师（运维方向）,https://www.lagou.com/jobs/5306661.html,深圳,南山区,3天前发布,经验1-3年,本科,“百万级用户，数据驱动，科技前沿，高效工作”,/Linux/,9813698,风变科技（深圳）有限公司,321025,https://www.lagou.com/gongsi/321025.html,移动互联网，教育 / A轮 / 150-500人
5510334,15k-30k,python开发工程师,https://www.lagou.com/jobs/5510334.html,北京,朝阳区,3天前发布,经验1-3年,不限,“带薪年假、六险一金、午餐补助、扁平管理”,/后端//Linux/Unix/,9130516,周同科技,273658,https://www.lagou.com/gongsi/273658.html,移动互联网，数据服务 / A轮 / 50-150人
3617364,12k-20k,Python（年轻人的狂欢）,https://www.lagou.com/jobs/3617364.html,上海,虹口区,3天前发布,经验1-3年,本科,“五险一金，氛围佳，年度旅游，福利好”,/体育//系统架构/,1684679,雷速体育,72838,https://www.lagou.com/gongsi/72838.html,移动互联网，社交网络 / 不需要融资 / 50-150人
5610846,10k-20k,python开发工程师,https://www.lagou.com/jobs/5610846.html,成都,高新区,2019-03-18,经验1-3年,本科,“五险一金 试用期全薪 餐补”,/移动互联网//搜索//爬虫//爬虫工程师//数据挖掘/,11861015,PALMAX,106289,https://www.lagou.com/gongsi/106289.html,移动互联网 / A轮 / 50-150人
5711106,10k-15k,python工程师,https://www.lagou.com/jobs/5711106.html,南京,铁心桥,2019-03-18,经验3-5年,本科,“五险一金 补充医疗保险 专业培训”,/大数据//分布式//Linux/Unix//后端//服务器端/,10316835,小i机器人,48693,https://www.lagou.com/gongsi/48693.html,企业服务，数据服务 / 上市公司 / 500-2000人
5412586,25k-50k,python开发工程师（资深）,https://www.lagou.com/jobs/5412586.html,北京,上地,2019-03-18,经验5-10年,硕士,“云计算”,/云计算/,10366011,中国电信云计算公司,45131,https://www.lagou.com/gongsi/45131.html,数据服务 / 上市公司 / 500-2000人
4856046,13k-26k,Python开发工程师,https://www.lagou.com/jobs/4856046.html,上海,陆家嘴,2019-03-18,经验1-3年,本科,“公司环境好，牛人聚集地，扁平化管理，晋升空间大”,/金融//Shell/,8020157,辰沅金融,123444,https://www.lagou.com/gongsi/123444.html,金融 / A轮 / 15-50人
5478743,9k-12k,python开发工程师,https://www.lagou.com/jobs/5478743.html,北京,学院路,2019-03-18,经验3-5年,本科,“福利健全，外包岗，五险一金”,/银行//后端/,3767817,高鸿兴科,113270,https://www.lagou.com/gongsi/113270.html,移动互联网，数据服务 / 不需要融资 / 50-150人
4439353,15k-30k,Python开发工程师,https://www.lagou.com/jobs/4439353.html,北京,小关,2019-03-15,经验3-5年,不限,“不限量零食，福利多多，年终奖，办公环境好”,/Java/,2425878,博派通达,19083,https://www.lagou.com/gongsi/19083.html,移动互联网，硬件 / A轮 / 50-150人
3211888,8k-15k,Python开发工程师,https://www.lagou.com/jobs/3211888.html,成都,中和,10:03发布,经验3-5年,大专,“弹性工时/年轻团队/人性管理/高端客户群”,/Java/,2386087,易路,35796,https://www.lagou.com/gongsi/35796.html,移动互联网，企业服务 / A轮 / 50-150人
5636525,13k-18k,Python研发工程师,https://www.lagou.com/jobs/5636525.html,北京,中关村,2019-03-17,经验1-3年,本科,“清华团队，五险一金，年终奖2-6薪”,/后端//Java//Golang/,11742490,颐邦科技,452635,https://www.lagou.com/gongsi/452635.html,医疗健康，硬件 / 天使轮 / 少于15人
5705859,8k-16k,python研发工程师,https://www.lagou.com/jobs/5705859.html,北京,海淀区,2019-03-16,经验不限,本科,“人工智能，成长快，回报快，B2B”,/年底双薪//股票期权//绩效奖金//年终分红/,8655761,云孚科技,242209,https://www.lagou.com/gongsi/242209.html,企业服务，移动互联网 / 不需要融资 / 15-50人
4120873,15k-20k,Python开发工程师（数据方向）,https://www.lagou.com/jobs/4120873.html,杭州,古荡,1天前发布,经验1-3年,本科,“海量数据，世界级产品，核心业务，高复杂度”,/大数据//Java//MySQL/,806937,Club Factory,42868,https://www.lagou.com/gongsi/42868.html,电子商务，移动互联网 / C轮 / 150-500人
5695928,15k-20k,python开发工程师,https://www.lagou.com/jobs/5695928.html,北京,清华大学,2019-03-18,经验1-3年,硕士,“量化对冲基金 员工素质高 工作氛围融洽”,/基金//后端//MySQL//算法/,9651871,涵德投资,309884,https://www.lagou.com/gongsi/309884.html,金融 / 未融资 / 15-50人
5316604,7k-14k,Python工程师（课程售后组）,https://www.lagou.com/jobs/5316604.html,深圳,南山区,3天前发布,经验1-3年,本科,“技术大牛，欢乐扁平，高效协作”,/教育/,9813698,风变科技（深圳）有限公司,321025,https://www.lagou.com/gongsi/321025.html,移动互联网，教育 / A轮 / 150-500人
2783432,12k-20k,Python（年轻人的狂欢）,https://www.lagou.com/jobs/2783432.html,上海,虹口区,3天前发布,经验1-3年,大专,“交通补贴，饭补，旅游，下午茶”,/云计算//软件开发/,1684679,雷速体育,72838,https://www.lagou.com/gongsi/72838.html,移动互联网，社交网络 / 不需要融资 / 50-150人
4855981,13k-26k,Python,https://www.lagou.com/jobs/4855981.html,上海,陆家嘴,2019-03-18,经验1-3年,本科,“公司环境好，牛人聚集地，扁平化管理，晋升空间大”,/金融//Shell/,8020157,辰沅金融,123444,https://www.lagou.com/gongsi/123444.html,金融 / A轮 / 15-50人
5697794,35k-50k,python开发工程师,https://www.lagou.com/jobs/5697794.html,北京,北京大学,2019-03-14,经验3-5年,本科,“福利丰厚，发展前景巨好”,/Linux/Unix//Android/,12947211,旷视科技,1561,https://www.lagou.com/gongsi/1561.html,移动互联网，硬件 / C轮 / 500-2000人
5673563,6k-8k,python工程师,https://www.lagou.com/jobs/5673563.html,北京,北京大学,2019-03-14,经验1-3年,本科,“五险一金 全勤奖 交补 定期体检”,/Linux/Unix//MySQL/,7223153,智慧星光,40625,https://www.lagou.com/gongsi/40625.html,数据服务 / 不需要融资 / 500-2000人
5354594,8k-12k,python开发,https://www.lagou.com/jobs/5354594.html,杭州,古墩路,2019-03-14,经验1-3年,大专,“健康体检，五险一金，氛围友好，年终奖”,/服务器端/,7830411,酷汇网络,198547,https://www.lagou.com/gongsi/198547.html,移动互联网，数据服务 / 不需要融资 / 15-50人
5590892,8k-12k,Python/Java开发工程师,https://www.lagou.com/jobs/5590892.html,成都,中和,11:53发布,经验3-5年,本科,“有竞争的提成机制 ；行业标杆客户的示范”,/大数据//工具软件//软件开发/,10668895,Live800,455640,https://www.lagou.com/gongsi/455640.html,企业服务，人工智能 / 未融资 / 150-500人
5693848,8k-15k,Python开发工程师--运维开发,https://www.lagou.com/jobs/5693848.html,北京,紫竹桥,09:33发布,经验不限,本科,“技能提升”,/扁平管理//岗位晋升//五险一金//技能培训/,12322451,广通软件,85040,https://www.lagou.com/gongsi/85040.html,移动互联网，数据服务 / 上市公司 / 150-500人
5402593,10k-15k,python开发工程师,https://www.lagou.com/jobs/5402593.html,杭州,西兴,2019-03-11,经验1-3年,本科,“双休，弹性，氛围好”,/后端//服务器端/,9881807,BroadLink,22751,https://www.lagou.com/gongsi/22751.html,移动互联网，硬件 / D轮及以上 / 150-500人
5495844,15k-30k,Python工程师,https://www.lagou.com/jobs/5495844.html,北京,大兴区,2019-03-09,经验3-5年,本科,“免费三餐，健身房，节日福利”,/医疗健康//Hadoop/,8128179,同仁堂健康,49477,https://www.lagou.com/gongsi/49477.html,医疗健康，其他 / 不需要融资 / 2000人以上
2452963,5k-10k,Python,https://www.lagou.com/jobs/2452963.html,郑州,中原区,2019-03-11,经验3-5年,本科,“五险 双休”,/节日礼物//年底双薪//专项奖金//带薪年假/,1595302,大河网,64166,https://www.lagou.com/gongsi/64166.html,文化娱乐 / 不需要融资 / 150-500人
5669332,20k-30k,python,https://www.lagou.com/jobs/5669332.html,北京,北苑,2019-03-09,经验3-5年,本科,“领导奶思，管理扁平，团队年轻，发展空间大”,/教育//后端/,2823810,狸米科技,100556,https://www.lagou.com/gongsi/100556.html,移动互联网，教育 / B轮 / 150-500人
5603069,10k-20k,python， golang 的后端研发,https://www.lagou.com/jobs/5603069.html,成都,高新区,1天前发布,经验3-5年,本科,“高福利 高提成”,/ETL//MySQL/,11524992,微投VTOU,485995,https://www.lagou.com/gongsi/485995.html,金融，人工智能 / 不需要融资 / 15-50人
4752822,20k-35k,中级python开发工程师,https://www.lagou.com/jobs/4752822.html,北京,知春路,11:52发布,经验不限,本科,“领导好，不打卡，午晚餐，年底双薪”,/扁平管理//最优秀的伙伴//弹性工作//公司午晚餐/,77500,合心科技,18713,https://www.lagou.com/gongsi/18713.html,移动互联网，教育 / B轮 / 50-150人
5606857,15k-20k,python开发工程师,https://www.lagou.com/jobs/5606857.html,北京,大望路,2019-02-23,经验不限,本科,“五险一金，工作居住证，福利补贴，年终奖”,/保险//移动互联网/,803024,弘康人寿,42731,https://www.lagou.com/gongsi/42731.html,金融 / 不需要融资 / 150-500人
2012666,12k-20k,Python（年轻人的狂欢）,https://www.lagou.com/jobs/2012666.html,上海,虹口区,3天前发布,经验1-3年,本科,“轻松办公环境、无限零食、桌球、乒乓球”,/云计算//云计算/,1684679,雷速体育,72838,https://www.lagou.com/gongsi/72838.html,移动互联网，社交网络 / 不需要融资 / 50-150人
4856053,13k-26k,Python开发工程师,https://www.lagou.com/jobs/4856053.html,上海,陆家嘴,2019-03-18,经验1-3年,本科,“公司环境好，牛人聚集地，扁平化管理，晋升空间大”,/金融//Shell/,8020157,辰沅金融,123444,https://www.lagou.com/gongsi/123444.html,金融 / A轮 / 15-50人
5665714,18k-22k,服务器开发工程师-python,https://www.lagou.com/jobs/5665714.html,深圳,南山区,2天前发布,经验3-5年,本科,“人性化 福利多”,/股票期权//绩效奖金//专项奖金//交通补助/,7916816,500.com集团,9275,https://www.lagou.com/gongsi/9275.html,移动互联网，电子商务 / 上市公司 / 150-500人
4849101,13k-25k,Python开发工程师,https://www.lagou.com/jobs/4849101.html,珠海,香洲区,2019-02-28,经验不限,不限,“待遇好，平台大，平台好，待遇好”,/云计算//软件开发/,8289215,金山办公软件,7835,https://www.lagou.com/gongsi/7835.html,移动互联网 / 上市公司 / 2000人以上
5400223,15k-30k,Python研发工程师,https://www.lagou.com/jobs/5400223.html,北京,朝阳区,2019-02-20,经验1年以下,硕士,“扁平管理 发展好”,/MySQL//Shell/,7184963,CloudIn,145586,https://www.lagou.com/gongsi/145586.html,移动互联网，数据服务 / A轮 / 50-150人
5156738,5k-10k,Python研发工程师,https://www.lagou.com/jobs/5156738.html,北京,海淀区,2019-03-01,经验不限,本科,“大牛直接带，顶级挑战，高速成长”,/爬虫/,8655761,云孚科技,242209,https://www.lagou.com/gongsi/242209.html,企业服务，移动互联网 / 不需要融资 / 15-50人
4874171,10k-18k,Python中级开发工程师,https://www.lagou.com/jobs/4874171.html,上海,,10:03发布,经验1-3年 / 本科,,“高薪福利，弹性工作，五险一金”,/技能培训//年底双薪//绩效奖金//岗位晋升/,2386087,易路,35796,https://www.lagou.com/gongsi/35796.html,移动互联网，企业服务 / A轮 / 50-150人
5451017,6k-10k,python开发工程师,https://www.lagou.com/jobs/5451017.html,南昌,新建区,2019-03-07,经验1-3年,本科,“五险一金 双休 国家法定节假日”,/游戏/,6322207,中至集团,173959,https://www.lagou.com/gongsi/173959.html,文化娱乐，广告营销 / 未融资 / 150-500人
5227097,12k-18k,Python工程师,https://www.lagou.com/jobs/5227097.html,广州,东圃,2019-03-05,经验不限,大专,“打造千万级，原始股权，公司核心骨，报酬丰厚”,/电商//移动互联网/,4450563,广府数字,463109,https://www.lagou.com/gongsi/463109.html,区块链 电子商务 / 未融资 / 15-50人
4862128,20k-30k,资深python开发工程师,https://www.lagou.com/jobs/4862128.html,北京,学院路,10:06发布,经验3-5年,本科,“发挥空间 晋升空间 牛人多 团队优秀”,/节日礼物//年底双薪//带薪年假//午餐补助/,1840549,Gridsum 国双,3038,https://www.lagou.com/gongsi/3038.html,数据服务，企业服务 / 上市公司 / 500-2000人
5677575,13k-20k,初级python工程师,https://www.lagou.com/jobs/5677575.html,北京,四惠,1天前发布,经验1-3年,本科,“人工智能，团队年轻，年终奖丰厚”,/后端//Java//Golang/,5005736,推想科技,128888,https://www.lagou.com/gongsi/128888.html,医疗健康，数据服务 / C轮 / 150-500人
5454796,15k-30k,后端开发工程师-Python,https://www.lagou.com/jobs/5454796.html,上海,镇宁路,3天前发布,经验3-5年,不限,“定制午餐 上升空间大”,,9971851,语酷网络,315385,https://www.lagou.com/gongsi/315385.html,社交网络，企业服务 / 不需要融资 / 15-50人
3532741,15k-30k,Python运维开发,https://www.lagou.com/jobs/3532741.html,北京,西二旗,11:35发布,经验3-5年,本科,“发展空间大 团队氛围好 核心技术团队”,/Linux/,4755078,车好多集团,107423,https://www.lagou.com/gongsi/107423.html,O2O / C轮 / 2000人以上
5705539,15k-25k,软件工程师-Python(J10268),https://www.lagou.com/jobs/5705539.html,苏州,元和,2019-03-16,经验1-3年,本科,“无人驾驶行业独角兽，福利好，弹性工作”,/数据挖掘/,6109603,Momenta,169186,https://www.lagou.com/gongsi/169186.html,数据服务，硬件 / B轮 / 150-500人
5424247,15k-30k,高级Python开发工程师,https://www.lagou.com/jobs/5424247.html,深圳,上梅林,10:48发布,经验3-5年,本科,“结构扁平 五险一金 年度旅游 弹性时间”,/电商//社交/,9400420,万科物业,8350,https://www.lagou.com/gongsi/8350.html,O2O，生活服务 / 不需要融资 / 2000人以上
4855881,13k-26k,Python工程师,https://www.lagou.com/jobs/4855881.html,上海,陆家嘴,2019-03-18,经验1-3年,本科,“公司环境好，牛人聚集地，扁平化管理，晋升空间大”,/金融//Shell/,8020157,辰沅金融,123444,https://www.lagou.com/gongsi/123444.html,金融 / A轮 / 15-50人
5281927,20k-40k,资深python研发工程师,https://www.lagou.com/jobs/5281927.html,深圳,岗厦,10:06发布,经验5-10年,本科,“上市公司 发挥空间 折腾技术 牛人多”,/大数据//云计算/,1840549,Gridsum 国双,3038,https://www.lagou.com/gongsi/3038.html,数据服务，企业服务 / 上市公司 / 500-2000人
5530618,18k-25k,高级python开发工程师,https://www.lagou.com/jobs/5530618.html,上海,江湾,09:26发布,经验3-5年,本科,“平台大，机会多”,/MySQL/,7151,虎扑,1145,https://www.lagou.com/gongsi/1145.html,移动互联网，文化娱乐 / D轮及以上 / 150-500人
5347642,9k-18k,Android开发/java开发/python开发,https://www.lagou.com/jobs/5347642.html,武汉,洪山区,11:10发布,经验1-3年,本科,“弹性上班，周末双休，项目奖金，六险一金”,/移动端//底层/,4629341,武汉佰钧成技术有限公司,16831,https://www.lagou.com/gongsi/16831.html,移动互联网 / 不需要融资 / 2000人以上
5457645,15k-30k,Python高级开发工程师,https://www.lagou.com/jobs/5457645.html,上海,徐汇区,11:04发布,经验3-5年,本科,“五险一金；绩效奖金；职位晋升”,/后端/,602993,问卷网@爱调研,22481,https://www.lagou.com/gongsi/22481.html,移动互联网 / B轮 / 150-500人
5682531,25k-35k,高级Python开发,https://www.lagou.com/jobs/5682531.html,北京,海淀区,10:47发布,经验3-5年,本科,“团队大牛多，工作氛围好，年底双薪”,/后端//分布式//中间件//docker/,688,木瓜移动,88,https://www.lagou.com/gongsi/88.html,移动互联网 / B轮 / 150-500人
5325477,18k-36k,资深Python工程师,https://www.lagou.com/jobs/5325477.html,北京,上地,11:40发布,经验不限,本科,“大牛带队，扁平化管理，弹性工作，高日薪”,/后端//机器学习//平台//算法/,8544916,RealAI,460108,https://www.lagou.com/gongsi/460108.html,人工智能 / 天使轮 / 15-50人
5428347,10k-18k,Python高级工程师,https://www.lagou.com/jobs/5428347.html,南京,雨花台区,10:53发布,经验3-5年,本科,“五险一金、餐补电脑补、发展空间大”,/Linux/Unix/,11398662,北明软件,104298,https://www.lagou.com/gongsi/104298.html,移动互联网，数据服务 / 上市公司 / 2000人以上
5431488,20k-30k,高级python开发工程师,https://www.lagou.com/jobs/5431488.html,深圳,南山区,10:34发布,经验5-10年,本科,“丰厚奖金 创业梦想”,/绩效奖金//带薪年假//午餐补助/,10796850,万威国际,383199,https://www.lagou.com/gongsi/383199.html,移动互联网，金融 / 不需要融资 / 50-150人
5694735,25k-35k,高级Python开发工程师,https://www.lagou.com/jobs/5694735.html,北京,海淀区,10:29发布,经验5-10年,本科,“福利待遇好，双休，发展前景好！”,/后端/,3648995,鲸媒体,111439,https://www.lagou.com/gongsi/111439.html,教育，移动互联网 / A轮 / 15-50人
5656351,13k-25k,运维开发工程师-Python/shell,https://www.lagou.com/jobs/5656351.html,北京,紫竹桥,09:33发布,经验不限,大专,“发展空间大，福利好，办公环境好”,/监控/,12322451,广通软件,85040,https://www.lagou.com/gongsi/85040.html,移动互联网，数据服务 / 上市公司 / 150-500人
5497893,20k-40k,高级python开发工程师,https://www.lagou.com/jobs/5497893.html,北京,四惠,1天前发布,经验5-10年,本科,“不打卡，领导nice”,/后端/,5005736,推想科技,128888,https://www.lagou.com/gongsi/128888.html,医疗健康，数据服务 / C轮 / 150-500人
4909121,20k-30k,高级python研发工程师,https://www.lagou.com/jobs/4909121.html,北京,西三旗,1天前发布,经验3-5年,本科,“二次医疗，健身场所，福利补助”,/数据架构//数据分析//数据挖掘/,6299292,源清慧虹,28997,https://www.lagou.com/gongsi/28997.html,信息安全，数据服务 / B轮 / 50-150人
5341742,15k-30k,中高级python 开发工程师,https://www.lagou.com/jobs/5341742.html,成都,高新区,1天前发布,经验3-5年,本科,“平台好 空间大”,/带薪年假//午餐补助//年终奖金//五险一金/,3609217,乐信圣文,446731,https://www.lagou.com/gongsi/446731.html,游戏，医疗健康 / B轮 / 50-150人
4965452,15k-30k,python高级开发工程师,https://www.lagou.com/jobs/4965452.html,上海,普陀区,1天前发布,经验1-3年,本科,“技术大牛，弹性工作，领导耐撕，奖金丰厚”,/后端//服务器端/,5279433,牛咖,73340,https://www.lagou.com/gongsi/73340.html,移动互联网，社交网络 / A轮 / 50-150人
4862184,30k-40k,资深Python研发工程师,https://www.lagou.com/jobs/4862184.html,北京,学院路,10:06发布,经验5-10年,本科,“上市公司，六险一金，发挥空间，团队氛围”,/后端//平台//云计算/,1840549,Gridsum 国双,3038,https://www.lagou.com/gongsi/3038.html,数据服务，企业服务 / 上市公司 / 500-2000人
5353716,15k-30k,高级python开发工程师,https://www.lagou.com/jobs/5353716.html,上海,虹口足球场,09:26发布,经验3-5年,本科,“平台广阔，团队靠谱，激励优厚”,/上班看球赛//运动俱乐部//大神分享会//偶像零距离/,7151,虎扑,1145,https://www.lagou.com/gongsi/1145.html,移动互联网，文化娱乐 / D轮及以上 / 150-500人
97805,15k-30k,高级python开发工程师,https://www.lagou.com/jobs/97805.html,北京,大望路,1天前发布,经验1-3年,本科,“互联网金融 无天花板 六险一金 期权激励”,/年底双薪//节日礼物//技能培训//绩效奖金/,97147,她理财,179,https://www.lagou.com/gongsi/179.html,移动互联网，金融 / A轮 / 50-150人
5553917,18k-25k,中级Python开发（支撑）,https://www.lagou.com/jobs/5553917.html,北京,大望路,2天前发布,经验3-5年,大专,“五险一金 带薪假 海外旅游 节假福利”,/MySQL//Linux/Unix//抓取/,10778615,乐飞天下,34214,https://www.lagou.com/gongsi/34214.html,移动互联网，旅游 / 未融资 / 150-500人
5353798,9k-14k,Python开发工程师-NJ,https://www.lagou.com/jobs/5353798.html,南京,雨花台区,2019-03-18,经验1-3年,本科,“双休”,/节日礼物//带薪年假//绩效奖金//年度旅游/,8754112,Dilato,81354,https://www.lagou.com/gongsi/81354.html,移动互联网，企业服务 / 未融资 / 150-500人
2704328,25k-35k,高级Python研发工程师,https://www.lagou.com/jobs/2704328.html,北京,四惠,1天前发布,经验3-5年,本科,“扁平化管理，福利待遇佳，学习氛围好，晋升空间大”,/云计算//Java//云计算/,6117890,掌阅,2098,https://www.lagou.com/gongsi/2098.html,移动互联网 / 上市公司 / 500-2000人
2735716,15k-25k,高级Python工程师,https://www.lagou.com/jobs/2735716.html,北京,甜水园,11:08发布,经验3-5年,本科,“带薪年假，福利多，办公环境好，团队氛围好”,/工具软件//移动互联网//软件开发//SAAS/,3626897,ZingFront智线,111175,https://www.lagou.com/gongsi/111175.html,移动互联网，数据服务 / A轮 / 50-150人
4997694,12k-24k,Java/Python开发工程师（19届）,https://www.lagou.com/jobs/4997694.html,北京,望京,2019-03-18,经验应届毕业生,本科,“每日下午茶，舒适的环境，可爱的伙伴”,/社交//移动互联网/,15724,陌陌,129,https://www.lagou.com/gongsi/129.html,社交网络 / 上市公司 / 500-2000人
4445175,15k-26k,Python高级开发工程师,https://www.lagou.com/jobs/4445175.html,广州,荔湾区,1天前发布,经验3-5年,本科,“高效团队”,/""/,10573054,AAM中国,364753,https://www.lagou.com/gongsi/364753.html,数据服务 / 未融资 / 50-150人
592514,13k-26k,Python高级工程师,https://www.lagou.com/jobs/592514.html,西安,高新技术产业开发区,10:45发布,经验5-10年,不限,“弹性扁平 福利棒 大牛同你一起飞”,/敏捷开发//Mac高配//六险一金//扁平化管理/,6689899,Wisdom Garden,11783,https://www.lagou.com/gongsi/11783.html,教育 / A轮 / 50-150人
4656480,25k-40k,高级Python开发工程师,https://www.lagou.com/jobs/4656480.html,北京,朝阳区,1天前发布,经验5-10年,本科,“前沿技术，弹性工作，丰富下午茶”,/支付//Java/,68086,第三石科技,22139,https://www.lagou.com/gongsi/22139.html,移动互联网，电子商务 / B轮 / 50-150人
5667166,20k-35k,高级python开发工程师,https://www.lagou.com/jobs/5667166.html,上海,梅园,1天前发布,经验3-5年,本科,“节假日福利、绩效奖金、双休、免费午餐”,/后端/,12039950,硅基智能,263233,https://www.lagou.com/gongsi/263233.html,移动互联网 / B轮 / 150-500人
5099330,20k-30k,高级python开发工程师,https://www.lagou.com/jobs/5099330.html,深圳,科技园,1天前发布,经验3-5年,本科,“人工智能，准独角兽，技术氛围浓，发展空间”,/企业服务//大数据//后端//C++//机器学习/,6147991,达观数据,97882,https://www.lagou.com/gongsi/97882.html,人工智能 / B轮 / 150-500人
2428299,10k-20k,高级Python开发工程师,https://www.lagou.com/jobs/2428299.html,杭州,文一路,1天前发布,经验3-5年,大专,“福利待遇好、技术氛围好、领导超级赞”,/扁平管理//岗位晋升//五险一金//技能培训/,7803741,广通软件,85040,https://www.lagou.com/gongsi/85040.html,移动互联网，数据服务 / 上市公司 / 150-500人
5595152,35k-45k,Lead Go/Python/Java工程师,https://www.lagou.com/jobs/5595152.html,北京,三元桥,2天前发布,经验5-10年,本科,“美资互联网，技术导向，英文环境，硅谷文化”,/Golang//后端/,7008451,FreeWheel,7000,https://www.lagou.com/gongsi/7000.html,企业服务，数据服务 / 上市公司 / 500-2000人
5281941,15k-30k,高级Python研发工程师,https://www.lagou.com/jobs/5281941.html,深圳,岗厦,10:06发布,经验3-5年,本科,“上市公司 发挥空间 折腾技术 牛人多”,/云计算//大数据//平台/,1840549,Gridsum 国双,3038,https://www.lagou.com/gongsi/3038.html,数据服务，企业服务 / 上市公司 / 500-2000人
5418146,15k-25k,中级python开发工程师,https://www.lagou.com/jobs/5418146.html,北京,大望路,2天前发布,经验5-10年,大专,“五险一金员工旅游年底奖金餐补”,/旅游//大数据//后端//MySQL//数据库/,10778615,乐飞天下,34214,https://www.lagou.com/gongsi/34214.html,移动互联网，旅游 / 未融资 / 150-500人
5492588,20k-30k,高级python开发工程师,https://www.lagou.com/jobs/5492588.html,北京,中关村,1天前发布,经验3-5年,本科,“大牛团队，技术领先，发展迅速，准独角兽”,/企业服务//大数据//Linux/Unix//docker//后端/,6147991,达观数据,97882,https://www.lagou.com/gongsi/97882.html,人工智能 / B轮 / 150-500人
5209068,10k-18k,高级python工程师,https://www.lagou.com/jobs/5209068.html,武汉,关山,2天前发布,经验3-5年,本科,“带薪年假，产品好，福利健全，氛围自由”,/后端//抓取//爬虫/,3626897,ZingFront智线,111175,https://www.lagou.com/gongsi/111175.html,移动互联网，数据服务 / A轮 / 50-150人
4768707,15k-20k,高级Python开发工程师,https://www.lagou.com/jobs/4768707.html,武汉,洪山区,2天前发布,经验3-5年,本科,“技术大牛，团队氛围好，明星团队”,/服务器端//Java//PHP/,386927,森果,28807,https://www.lagou.com/gongsi/28807.html,移动互联网，O2O / 天使轮 / 50-150人
1565393,20k-35k,Django/Python/后端开发,https://www.lagou.com/jobs/1565393.html,上海,静安寺,2天前发布,经验3-5年,本科,“发展前景好、学习发展快”,/股票期权//扁平管理//年终分红//五险一金/,786478,Seedlink,42031,https://www.lagou.com/gongsi/42031.html,移动互联网，企业服务 / A轮 / 15-50人
