position_id,position_salary,position_name,position_url,position_city,position_area,position_publishtime,work_year,education,position_desc,position_tags,hr_id,company_name,company_id,company_url,company_desc
5716005,15k-20k,python开发,https://www.lagou.com/jobs/5716005.html,广州,番禺区,3天前发布,经验3-5年,大专,“五险、福利待遇高、发展前景好、上升空间快”,/Ruby//网络爬虫//后端/,12707528,点亿汽车科技,514831,https://www.lagou.com/gongsi/514831.html,汽车 / 天使轮 / 50-150人
5724021,10k-18k,python开发,https://www.lagou.com/jobs/5724021.html,深圳,皇岗,2天前发布,经验1-3年,本科,“高额奖金、发展空间大”,/区块链/,5571207,星系云科技,491240,https://www.lagou.com/gongsi/491240.html,区块链 / 不需要融资 / 15-50人
5721338,12k-15k,python开发工程师,https://www.lagou.com/jobs/5721338.html,上海,田林,2天前发布,经验3-5年,本科,“免费零食同事和谐老板nice”,/移动互联网//互联网金融/,13000820,鲸派数科,489194,https://www.lagou.com/gongsi/489194.html,移动互联网，金融 / 天使轮 / 15-50人
5722364,6k-8k,python开发工程师,https://www.lagou.com/jobs/5722364.html,成都,武侯区,2天前发布,经验1-3年,不限,“团队氛围好；交通方便；朝九晚六”,/Linux/Unix/,8588389,成都人本智略教育科技有限公司,520474,https://www.lagou.com/gongsi/520474.html,移动互联网，教育 / 未融资 / 15-50人
5732184,9k-15k,python讲师,https://www.lagou.com/jobs/5732184.html,北京,西三旗,11:42发布,经验1-3年,不限,“双休”,/教育//爬虫/,11004800,创客在线,341487,https://www.lagou.com/gongsi/341487.html,移动互联网，教育 / 未融资 / 150-500人
5715906,8k-12k,python,https://www.lagou.com/jobs/5715906.html,深圳,福田区,3天前发布,经验1-3年,本科,“福利待遇好，帅哥美女多，领导好相处”,/C++//GO/,8001412,中星科技,448874,https://www.lagou.com/gongsi/448874.html,移动互联网 / 不需要融资 / 15-50人
5730649,8k-14k,Python教师,https://www.lagou.com/jobs/5730649.html,上海,松江区,1天前发布,经验不限,大专,“工作弹性自由”,/教育//移动互联网/,11507793,日晓,438656,https://www.lagou.com/gongsi/438656.html,教育 / 天使轮 / 15-50人
5715516,6k-8k,python 讲师,https://www.lagou.com/jobs/5715516.html,合肥,高新区,2天前发布,经验1-3年,本科,“五险一金、周末双休、节日福利”,/带薪年假//绩效奖金//通讯津贴//交通补助/,9612925,中科类脑,307374,https://www.lagou.com/gongsi/307374.html,移动互联网，数据服务 / 天使轮 / 50-150人
5726989,10k-16k,中级Python开发,https://www.lagou.com/jobs/5726989.html,广州,越秀区,1天前发布,经验3-5年,不限,“外资公司，企业文化开发，临江办公”,/本地生活//分布式//后端/,13086294,宜华科技,532155,https://www.lagou.com/gongsi/532155.html,移动互联网，数据服务 / 不需要融资 / 150-500人
5721409,35k-50k,高级python/Golang工程师,https://www.lagou.com/jobs/5721409.html,北京,西北旺,2天前发布,经验3-5年,不限,“14薪”,/Phalcon/,10659965,暄和文化,371602,https://www.lagou.com/gongsi/371602.html,文化娱乐 / 未融资 / 少于15人
5724388,5k-7k,Python开发实习生,https://www.lagou.com/jobs/5724388.html,北京,海淀区,2天前发布,经验应届毕业生,本科,“优秀团队 1对1导师制 美味早晚餐”,/股票期权//绩效奖金//五险一金//带薪年假/,77669,智融集团,6996,https://www.lagou.com/gongsi/6996.html,金融 / C轮 / 150-500人
5716952,20k-35k,Python后端（平台产品）,https://www.lagou.com/jobs/5716952.html,北京,五道口,10:53发布,经验3-5年,本科,“三餐，健身房，mac”,/服务器端/,9606379,知乎,4128,https://www.lagou.com/gongsi/4128.html,移动互联网，社交网络 / D轮及以上 / 500-2000人
5726786,20k-35k,python后端,https://www.lagou.com/jobs/5726786.html,北京,CBD,1天前发布,经验3-5年,本科,“技术氛围好，睡到自然醒，文化自由包容”,/电商//移动互联网//MySQL/,11534976,多抓鱼,293866,https://www.lagou.com/gongsi/293866.html,移动互联网 / B轮 / 15-50人
5720710,2k-4k,python实习,https://www.lagou.com/jobs/5720710.html,成都,簇桥,2天前发布,经验应届毕业生,本科,“氛围好，有人带”,/信息安全//通信/网络设备//Linux/Unix//嵌入式/,8034199,成都金飞凌科技,207229,https://www.lagou.com/gongsi/207229.html,移动互联网，信息安全 / 未融资 / 15-50人
5729242,15k-20k,python后端,https://www.lagou.com/jobs/5729242.html,北京,九棵树,1天前发布,经验1-3年,不限,“工作餐，无限零食，团队实力，氛围好”,/社交//本地生活//服务器端//Linux/Unix/,12308872,九天网络,534135,https://www.lagou.com/gongsi/534135.html,移动互联网 / 未融资 / 少于15人
5715048,8k-11k,python后端,https://www.lagou.com/jobs/5715048.html,深圳,南山区,3天前发布,经验1-3年,本科,“五险一金”,/Linux/Unix/,10349752,薇薇印刷,337876,https://www.lagou.com/gongsi/337876.html,其他 / 不需要融资 / 15-50人
5552247,10k-20k,Python工程师,https://www.lagou.com/jobs/5552247.html,北京,海淀区,10:18发布,经验1-3年,本科,“免费三餐，全额五险一金，升降办公桌椅”,/服务器端/,7061707,乐信圣文,115290,https://www.lagou.com/gongsi/115290.html,移动互联网 / B轮 / 50-150人
4804175,15k-25k,python开发工程师,https://www.lagou.com/jobs/4804175.html,杭州,西溪,09:49发布,经验3-5年,本科,“AI，不打卡，青春无极限，领导nic”,/Golang//Java/,7315961,艾耕科技,162148,https://www.lagou.com/gongsi/162148.html,移动互联网，数据服务 / A轮 / 150-500人
5499271,20k-40k,python开发,https://www.lagou.com/jobs/5499271.html,北京,北京大学,2019-03-18,经验1-3年,不限,“福利好，成长快，AI独角兽”,/科技大牛公司//自助三餐//年终多薪//超长带薪假期/,8614205,旷视科技,1561,https://www.lagou.com/gongsi/1561.html,移动互联网，硬件 / C轮 / 500-2000人
5568790,11k-20k,高级python开发工程师,https://www.lagou.com/jobs/5568790.html,深圳,南山区,09:19发布,经验1-3年,本科,“前景好”,/企业服务//信息安全/,7430583,深信服科技集团,182070,https://www.lagou.com/gongsi/182070.html,信息安全，企业服务 / 不需要融资 / 2000人以上
2094102,20k-35k,Python开发工程师,https://www.lagou.com/jobs/2094102.html,北京,海淀区,11:52发布,经验1-3年,本科,“大数据处理，自由度大，有挑战，公司午晚餐”,/扁平管理//最优秀的伙伴//弹性工作//公司午晚餐/,77500,合心科技,18713,https://www.lagou.com/gongsi/18713.html,移动互联网，教育 / B轮 / 50-150人
5564822,18k-30k,Python研发工程师,https://www.lagou.com/jobs/5564822.html,北京,海淀区,12:34发布,经验3-5年,本科,“海边办公室，大牛云集，包午餐，成长空间大”,/新零售//移动互联网//后端//爬虫/,1970295,码隆科技,78224,https://www.lagou.com/gongsi/78224.html,移动互联网 / B轮 / 50-150人
2108656,15k-30k,Python开发工程师,https://www.lagou.com/jobs/2108656.html,上海,浦东新区,1天前发布,经验5-10年,本科,“发展前景大、工作氛围好、技术牛人多”,/教育//移动互联网//平台//全栈/,365114,纳米盒,28059,https://www.lagou.com/gongsi/28059.html,移动互联网，教育 / C轮 / 150-500人
5682511,15k-25k,python开发工程师,https://www.lagou.com/jobs/5682511.html,北京,海淀区,10:47发布,经验1-3年,本科,“团队大牛多，工作氛围好，年底双薪”,/后端//服务器端//docker/,688,木瓜移动,88,https://www.lagou.com/gongsi/88.html,移动互联网 / B轮 / 150-500人
5384275,20k-40k,python开发工程师,https://www.lagou.com/jobs/5384275.html,北京,西北旺,10:22发布,经验5-10年,本科,“六险一金；免费体检；节日福利；免费班车”,/MySQL//数据挖掘//网络爬虫/,5508158,中寰卫星,10809,https://www.lagou.com/gongsi/10809.html,移动互联网 / 不需要融资 / 500-2000人
5278910,15k-25k,Python开发工程师(J10047),https://www.lagou.com/jobs/5278910.html,深圳,福田区,09:20发布,经验3-5年,不限,“人工智能”,/后端/,8320674,云天励飞,95529,https://www.lagou.com/gongsi/95529.html,移动互联网 / B轮 / 500-2000人
4032786,9k-15k,python开发工程师,https://www.lagou.com/jobs/4032786.html,西安,雁塔区,1天前发布,经验1-3年,本科,“五险一金；弹性工作；餐补；定期体检”,/信息安全/,4360892,绿盟科技,30648,https://www.lagou.com/gongsi/30648.html,信息安全 / 上市公司 / 500-2000人
4735539,10k-18k,Python开发工程师（南京）,https://www.lagou.com/jobs/4735539.html,南京,铁心桥,11:08发布,经验1-3年,本科,“弹性工作”,/Java//数据库/,9038555,飞常准,36272,https://www.lagou.com/gongsi/36272.html,移动互联网 / A轮 / 150-500人
4711299,10k-20k,Python开发工程师,https://www.lagou.com/jobs/4711299.html,杭州,西溪,09:49发布,经验1-3年,本科,“AI，技术大牛，年轻无极限，领导nic”,/云计算//云计算/,7315961,艾耕科技,162148,https://www.lagou.com/gongsi/162148.html,移动互联网，数据服务 / A轮 / 150-500人
5482153,25k-50k,高级python开发工程师,https://www.lagou.com/jobs/5482153.html,北京,海淀区,3天前发布,经验1-3年,本科,“6险1金 超长假期”,/后端/,3649526,旷视科技,1561,https://www.lagou.com/gongsi/1561.html,移动互联网，硬件 / C轮 / 500-2000人
5502300,15k-30k,python 开发工程师,https://www.lagou.com/jobs/5502300.html,北京,小关,11:08发布,经验1-3年,大专,“地铁周边，年终奖，五险一金，带薪休假”,/软件开发//MySQL/,10489625,博派通达,19083,https://www.lagou.com/gongsi/19083.html,移动互联网，硬件 / A轮 / 50-150人
5606179,12k-20k,python开发工程师,https://www.lagou.com/jobs/5606179.html,深圳,南山区,10:54发布,经验1-3年,大专,“福利待遇、发展空间、项目奖励、团队期权”,/信息安全/,12496372,浩海云科技,485872,https://www.lagou.com/gongsi/485872.html,信息安全，硬件 / A轮 / 15-50人
4543118,15k-28k,Python开发工程师,https://www.lagou.com/jobs/4543118.html,北京,西北旺,10:22发布,经验3-5年,本科,“弹性工作制，扁平化管理，绩效奖金”,/Java//PHP/,1509885,轻易贷,59902,https://www.lagou.com/gongsi/59902.html,金融 / 上市公司 / 2000人以上
5654687,15k-30k,Python开发工程师,https://www.lagou.com/jobs/5654687.html,深圳,深圳湾,10:10发布,经验1-3年,本科,“自动驾驶，海归团队，弹性办公”,/无人驾驶//国际标准//车厂合作//海归团队/,4784940,MINIEYE,124262,https://www.lagou.com/gongsi/124262.html,硬件，其他 / A轮 / 150-500人
2877199,7k-12k,Python,https://www.lagou.com/jobs/2877199.html,上海,浦东新区,09:54发布,经验1-3年,大专,“六险一金、朝九晚五、午餐补助，工作环境好”,/Java//MySQL//PHP/,7167012,ATA,143390,https://www.lagou.com/gongsi/143390.html,教育，移动互联网 / 上市公司 / 500-2000人
4869004,10k-18k,python开发工程师,https://www.lagou.com/jobs/4869004.html,广州,东圃,09:29发布,经验3-5年,大专,“周末双休，年底双薪，五险一金”,/游戏//移动互联网//后端//平台/,10308160,战神联盟,347179,https://www.lagou.com/gongsi/347179.html,游戏 / 不需要融资 / 50-150人
5229538,15k-30k,Python开发工程师,https://www.lagou.com/jobs/5229538.html,成都,高新区,09:24发布,经验不限,不限,“包三餐，健身房，书籍，牛人分享”,/后端/,9265408,西瓜创客,281404,https://www.lagou.com/gongsi/281404.html,教育 / A轮 / 150-500人
5579093,15k-25k,python开发工程师,https://www.lagou.com/jobs/5579093.html,深圳,下沙,09:18发布,经验3-5年,大专,“互联网金融”,/后端//爬虫工程师//爬虫架构/,10259395,贝多分金融,137338,https://www.lagou.com/gongsi/137338.html,金融，电子商务 / A轮 / 50-150人
5664887,10k-20k,python开发工程师,https://www.lagou.com/jobs/5664887.html,成都,高新区,09:11发布,经验3-5年,本科,“五险一金 试用期全薪 餐补 14薪”,/后端//数据挖掘//搜索//爬虫/,3598913,PALMAX,106289,https://www.lagou.com/gongsi/106289.html,移动互联网 / A轮 / 50-150人
5688122,10k-18k,python开发工程师,https://www.lagou.com/jobs/5688122.html,上海,江桥,08:55发布,经验1-3年,本科,“晋升空间大，福利待遇好，餐补，人工智能”,/爬虫//Hadoop//GO//Golang/,9137868,小i机器人,48693,https://www.lagou.com/gongsi/48693.html,企业服务，数据服务 / 上市公司 / 500-2000人
2010228,15k-30k,高级Python开发工程师,https://www.lagou.com/jobs/2010228.html,深圳,南山区,2天前发布,经验5-10年,本科,“五险一金、14薪+、下午茶、年度旅游等等”,/云计算//平台/,2153176,极光,917,https://www.lagou.com/gongsi/917.html,移动互联网，数据服务 / 上市公司 / 500-2000人
5253263,25k-40k,python开发工程师,https://www.lagou.com/jobs/5253263.html,上海,江湾,11:03发布,经验5-10年,本科,“精英团队，先进项目，环境优越，试用期全薪”,/云计算//大数据//Linux/Unix//docker//Golang/,11391188,速石科技,428533,https://www.lagou.com/gongsi/428533.html,企业服务 / 天使轮 / 15-50人
5139114,20k-40k,Python开发工程师,https://www.lagou.com/jobs/5139114.html,北京,朝阳门,1天前发布,经验5-10年,本科,“技术大牛团”,/爬虫/,11236894,蛋壳公寓,72106,https://www.lagou.com/gongsi/72106.html,O2O / B轮 / 2000人以上
5623154,15k-20k,python开发工程师,https://www.lagou.com/jobs/5623154.html,深圳,科技园,1天前发布,经验3-5年,本科,“高薪酬、高福利、职业生涯规划”,/大数据//自动化/,12356778,盛迪嘉支付,497277,https://www.lagou.com/gongsi/497277.html,移动互联网，金融 / 不需要融资 / 500-2000人
5308594,6k-8k,python开发,https://www.lagou.com/jobs/5308594.html,武汉,东湖新技术开发区,1天前发布,经验1-3年,本科,“五险一金，14薪，周末双休，免费班车”,/企业服务//移动互联网//Linux/Unix//爬虫//抓取/,4848074,百旺金赋,103299,https://www.lagou.com/gongsi/103299.html,移动互联网，其他 / 不需要融资 / 150-500人
5522772,10k-15k,Python开发工程师00185,https://www.lagou.com/jobs/5522772.html,天津,滨海新区,1天前发布,经验3-5年,本科,“五险一金、带薪年假、技能培训、节日福利”,/云计算//大数据/,11047502,紫光云,429600,https://www.lagou.com/gongsi/429600.html,移动互联网，数据服务 / 不需要融资 / 500-2000人
5710551,12k-18k,python开发工程师,https://www.lagou.com/jobs/5710551.html,北京,金融街,1天前发布,经验1-3年,大专,“快速成长”,/大数据/,3882597,中科天玑,154474,https://www.lagou.com/gongsi/154474.html,移动互联网，数据服务 / B轮 / 150-500人
5586816,15k-30k,Python开发工程师,https://www.lagou.com/jobs/5586816.html,上海,张江,1天前发布,经验3-5年,本科,“六险一金 AI项目 技术培训 技术驱动”,/AI人工智能//NLP//技术领先//市场口碑佳/,9084148,达观数据,97882,https://www.lagou.com/gongsi/97882.html,人工智能 / B轮 / 150-500人
5562441,18k-25k,python工程师,https://www.lagou.com/jobs/5562441.html,上海,外滩,1天前发布,经验3-5年,大专,“团建聚餐，水果咖啡，外滩风景，氛围活泼”,/新零售//医疗健康//后端/,8203913,美浮特,181455,https://www.lagou.com/gongsi/181455.html,医疗健康 / 不需要融资 / 150-500人
4042218,8k-12k,python工程师,https://www.lagou.com/jobs/4042218.html,上海,徐汇区,1天前发布,经验1-3年,本科,“福利多多 技术大牛多 超长年假”,/Java//MySQL//PHP/,8734468,MoSeeker仟寻,154561,https://www.lagou.com/gongsi/154561.html,移动互联网 / B轮 / 50-150人
5428792,15k-30k,Python开发工程师 （上海/北京）,https://www.lagou.com/jobs/5428792.html,上海,五角场,1天前发布,经验3-5年,本科,“15天年假，5天病假，技术氛围，年终多薪”,/云计算/,766764,DAOCLOUD,41209,https://www.lagou.com/gongsi/41209.html,企业服务，数据服务 / B轮 / 150-500人
5528750,15k-25k,python开发工程师,https://www.lagou.com/jobs/5528750.html,深圳,大冲,11:45发布,经验1-3年,本科,“高额年终奖 团建 体检 旅游”,/后端/,8650803,海南新浪爱问普惠科技有限公司,175085,https://www.lagou.com/gongsi/175085.html,金融 / 未融资 / 150-500人
5601235,15k-25k,Python开发工程师(J10481),https://www.lagou.com/jobs/5601235.html,北京,朝阳区,09:35发布,经验3-5年,本科,“14薪”,/岗位晋升//扁平管理//五险一金//互联网金融/,6351712,国美金控,98285,https://www.lagou.com/gongsi/98285.html,金融 / 未融资 / 2000人以上
5483657,15k-25k,Python研发工程师,https://www.lagou.com/jobs/5483657.html,北京,酒仙桥,08:12发布,经验1-3年,本科,“创业公司、扁平化管理、发展快、氛围好”,/移动互联网//Linux/Unix//爬虫/,10782759,ChinLab汉语,306695,https://www.lagou.com/gongsi/306695.html,移动互联网 教育 / 未融资 / 50-150人
5375732,20k-40k,python开发工程师,https://www.lagou.com/jobs/5375732.html,深圳,科技园,1天前发布,经验3-5年,本科,“架构设计，项目锻炼，职业成长”,/移动互联网//后端//Linux/Unix//系统架构/,7422710,腾讯,451,https://www.lagou.com/gongsi/451.html,移动互联网 ，游戏 / 上市公司 / 2000人以上
5654279,20k-25k,Python开发工程师,https://www.lagou.com/jobs/5654279.html,广州,天河区,1天前发布,经验3-5年,本科,“福利好，大牛多，平台大，16薪”,/后端//分布式/,6213860,网易,329,https://www.lagou.com/gongsi/329.html,电子商务，移动互联网 / 上市公司 / 2000人以上
5421040,10k-18k,Python工程师（NLP方向）,https://www.lagou.com/jobs/5421040.html,北京,东城区,1天前发布,经验1-3年,本科,“上市公司、福利待遇佳、上升空间大”,/人工智能/,1996563,万象新动,78827,https://www.lagou.com/gongsi/78827.html,移动互联网，广告营销 / 上市公司 / 50-150人
5523086,10k-20k,Python 工程师（产品研发）,https://www.lagou.com/jobs/5523086.html,深圳,南山区,1天前发布,经验1-3年,本科,“大数据人工智能；清华系大牛；技术氛围浓”,/大数据/,617968,一面数据,35565,https://www.lagou.com/gongsi/35565.html,移动互联网，数据服务 / A轮 / 50-150人
5685848,15k-30k,Python工程师,https://www.lagou.com/jobs/5685848.html,深圳,深圳湾,1天前发布,经验3-5年,大专,“激情团队”,/Linux/Unix//MySQL/,11534919,前海农交所,441822,https://www.lagou.com/gongsi/441822.html,金融，其他 / 不需要融资 / 50-150人
5714091,7k-12k,Python开发工程师,https://www.lagou.com/jobs/5714091.html,成都,高新区,1天前发布,经验3-5年,不限,“福利完善 地铁周边 年轻团队 扁平管理”,/MySQL//爬虫//后端/,10317862,无糖信息,249048,https://www.lagou.com/gongsi/249048.html,信息安全，数据服务 / A轮 / 50-150人
5633401,15k-18k,python开发,https://www.lagou.com/jobs/5633401.html,北京,海淀区,1天前发布,经验1-3年,不限,“区块链头部媒体、五险一金”,/金融//媒体//Linux/Unix/,6359809,金色财经,154446,https://www.lagou.com/gongsi/154446.html,金融 / 不需要融资 / 50-150人
2384086,15k-25k,Python研发工程师（中高级）,https://www.lagou.com/jobs/2384086.html,北京,四惠,1天前发布,经验3-5年,本科,“管理扁平化，发展机会佳，薪资待遇好”,/专项奖金//带薪年假//年度旅游//扁平管理/,6117890,掌阅,2098,https://www.lagou.com/gongsi/2098.html,移动互联网 / 上市公司 / 500-2000人
5696846,10k-20k,Python 研发工程师,https://www.lagou.com/jobs/5696846.html,北京,朝阳区,1天前发布,经验1-3年,本科,“房补、午餐、每月团建经费、零食水果、年假”,/绩效奖金//扁平管理//岗位晋升//五险一金/,7056649,云杉智达科技,463774,https://www.lagou.com/gongsi/463774.html,移动互联网，企业服务 / 不需要融资 / 15-50人
5461992,10k-20k,python开发工程师,https://www.lagou.com/jobs/5461992.html,南京,光华路,1天前发布,经验1-3年,本科,“五险一金，综合意外险，带薪年假，节日福利”,/云计算//大数据//C++//后端/,10347472,网感至察,42406,https://www.lagou.com/gongsi/42406.html,数据服务 / 天使轮 / 15-50人
4123246,13k-20k,Python工程师,https://www.lagou.com/jobs/4123246.html,上海,张江,2天前发布,经验3-5年,本科,“技术前沿，大数据平台”,/Java/,1420174,NextTao 互道信息,56474,https://www.lagou.com/gongsi/56474.html,移动互联网，电子商务 / B轮 / 50-150人
5501417,8k-15k,python开发工程师,https://www.lagou.com/jobs/5501417.html,成都,武侯区,1天前发布,经验3-5年,本科,“五险一金 年终奖 餐补 下午茶”,/爬虫//软件开发/,1842686,思而科,74643,https://www.lagou.com/gongsi/74643.html,电子商务 / 未融资 / 50-150人
3193977,15k-30k,Python,https://www.lagou.com/jobs/3193977.html,上海,复旦大学,1天前发布,经验3-5年,本科,“技术大牛”,/Java//MySQL/,6088697,亿可能源,84388,https://www.lagou.com/gongsi/84388.html,移动互联网，数据服务 / A轮 / 50-150人
2483626,13k-25k,Python,https://www.lagou.com/jobs/2483626.html,北京,北京大学,1天前发布,经验不限,本科,“前沿科技，靠谱团队，工程师文化，H1B计划”,/云计算//云计算/,462992,灵雀云,31395,https://www.lagou.com/gongsi/31395.html,数据服务，企业服务 / B轮 / 150-500人
5291994,18k-20k,Python 开发工程师,https://www.lagou.com/jobs/5291994.html,北京,朝外,1天前发布,经验5-10年,本科,“发展前景好”,/Linux/Unix//MySQL/,11604985,绫致时装（天津）有限公司,237190,https://www.lagou.com/gongsi/237190.html,电子商务，O2O / 不需要融资 / 2000人以上
5633259,8k-16k,python开发,https://www.lagou.com/jobs/5633259.html,武汉,武汉经济技术开发区,1天前发布,经验1-3年,本科,“六险一金，双休，节假日福利，弹性工时”,/自动化//软件开发/,4550616,武汉佰钧成技术有限公司,16831,https://www.lagou.com/gongsi/16831.html,移动互联网 / 不需要融资 / 2000人以上
5694703,12k-18k,Python开发工程师（爬虫方向）,https://www.lagou.com/jobs/5694703.html,广州,番禺区,2天前发布,经验3-5年,不限,“13~17薪，团队扁平化，发展空间大”,/电商//数据分析//数据处理/,234869,伊的家,11891,https://www.lagou.com/gongsi/11891.html,电子商务 / 不需要融资 / 2000人以上
4656501,15k-30k,Python开发工程师,https://www.lagou.com/jobs/4656501.html,北京,朝阳区,1天前发布,经验3-5年,本科,“前沿技术，丰富下午茶，弹性工作，扁平管理”,/信息安全//支付//Java/,68086,第三石科技,22139,https://www.lagou.com/gongsi/22139.html,移动互联网，电子商务 / B轮 / 50-150人
5338758,12k-20k,python开发工程师 （AI）,https://www.lagou.com/jobs/5338758.html,南京,宁南,1天前发布,经验3-5年,本科,“节假日福利、绩效奖金、双休、免费午餐”,/移动互联网//后端/,12039950,硅基智能,263233,https://www.lagou.com/gongsi/263233.html,移动互联网 / B轮 / 150-500人
5389064,18k-25k,Python开发工程师,https://www.lagou.com/jobs/5389064.html,上海,长征,1天前发布,经验1-3年,本科,“行业前景好 团队氛围好”,/服务器端//后端//平台/,271396,MXCHIP,23314,https://www.lagou.com/gongsi/23314.html,硬件 / B轮 / 150-500人
5597710,10k-20k,Python研发工程师,https://www.lagou.com/jobs/5597710.html,苏州,独墅湖,1天前发布,经验1-3年,本科,“五险一金，年终多薪，绩效奖金，年度旅游”,/后端/,7811829,瑞翼,8583,https://www.lagou.com/gongsi/8583.html,移动互联网 / 不需要融资 / 150-500人
4639065,8k-15k,Python开发工程师,https://www.lagou.com/jobs/4639065.html,西安,高新技术产业开发区,1天前发布,经验1-3年,本科,“主动性强，学历能力”,/JS//Ruby/,10509663,润和软件,68635,https://www.lagou.com/gongsi/68635.html,移动互联网 / 上市公司 / 2000人以上
4932878,15k-25k,python开发工程师,https://www.lagou.com/jobs/4932878.html,北京,亮马桥,1天前发布,经验1-3年,本科,“大牛带队，注重成长，季度奖金，免费午餐”,/教育//社交//Java//服务器端//MySQL/,6305392,摩尔妈妈,425270,https://www.lagou.com/gongsi/425270.html,移动互联网 / A轮 / 15-50人
3657514,10k-20k,Python开发工程师,https://www.lagou.com/jobs/3657514.html,深圳,南山区,1天前发布,经验1-3年,本科,“扁平化管理，发展空间大”,/云计算//Java//云计算/,407624,杉岩数据,71639,https://www.lagou.com/gongsi/71639.html,企业服务，数据服务 / A轮 / 50-150人
4807714,10k-15k,python开发工程师,https://www.lagou.com/jobs/4807714.html,上海,张江,1天前发布,经验1-3年,本科,“架构设计”,/Java//PHP/,10927263,ATA,143390,https://www.lagou.com/gongsi/143390.html,教育，移动互联网 / 上市公司 / 500-2000人
5602320,13k-24k,Python开发工程师,https://www.lagou.com/jobs/5602320.html,北京,三元桥,1天前发布,经验3-5年,本科,“一起改变中国教育!”,/教育//社交//后端//Linux/Unix/,5981637,磁力信,145485,https://www.lagou.com/gongsi/145485.html,教育，移动互联网 / A轮 / 50-150人
4879656,20k-40k,Python开发工程师,https://www.lagou.com/jobs/4879656.html,北京,西北旺,2天前发布,经验3-5年,本科,“初创公司，技术驱动”,/后端//服务器端//客户端/,9809059,Aibee,320770,https://www.lagou.com/gongsi/320770.html,移动互联网，企业服务 / A轮 / 150-500人
5201456,15k-25k,Python研发工程师,https://www.lagou.com/jobs/5201456.html,北京,学院路,2天前发布,经验3-5年,本科,“六险一金，节日福利，带薪休假，餐补”,/云计算//移动互联网//JS//MySQL/,11142866,Gridsum 国双,3038,https://www.lagou.com/gongsi/3038.html,数据服务，企业服务 / 上市公司 / 500-2000人
5564231,15k-30k,Python开发工程师,https://www.lagou.com/jobs/5564231.html,上海,闵行区,1天前发布,经验1-3年,本科,“高薪多福利，发展机会多，股权激励”,/大数据//移动互联网/,11209897,物融科技,362961,https://www.lagou.com/gongsi/362961.html,数据服务、移动互联网 / 不需要融资 / 15-50人
5537498,15k-30k,Python开发工程师,https://www.lagou.com/jobs/5537498.html,广州,天河城,2天前发布,经验3-5年,本科,“发展空间大，团队氛围好，员工福利多”,/工具软件//移动互联网//MySQL//Linux/Unix/,11719187,泉涌信息,43332,https://www.lagou.com/gongsi/43332.html,移动互联网 / 天使轮 / 15-50人
4768763,9k-15k,Python开发工程师,https://www.lagou.com/jobs/4768763.html,武汉,洪山区,2天前发布,经验1-3年,本科,“技术大牛，团队氛围好，明星团队”,/服务器端/,386927,森果,28807,https://www.lagou.com/gongsi/28807.html,移动互联网，O2O / 天使轮 / 50-150人
5260498,25k-50k,python高级工程师/开发专家,https://www.lagou.com/jobs/5260498.html,北京,望京,11:20发布,经验3-5年,本科,“发展空间大”,/弹性工作//帅哥多//美女多//五险一金/,5581784,阿里巴巴-高德,91,https://www.lagou.com/gongsi/91.html,移动互联网 / 上市公司 / 2000人以上
5531571,15k-25k,Python开发工程师,https://www.lagou.com/jobs/5531571.html,北京,航天桥,1天前发布,经验3-5年,本科,“六险一金 交通补贴 专业培训”,/医疗健康//移动互联网//后端//MySQL//架构师/,3975334,悦慧康,312382,https://www.lagou.com/gongsi/312382.html,移动互联网 / 未融资 / 50-150人
5586699,20k-30k,Python开发工程师,https://www.lagou.com/jobs/5586699.html,上海,华漕,1天前发布,经验3-5年,本科,“五险一金 双休 免费食堂 氛围好”,/服务器端//Linux/Unix//MySQL/,4540383,水象科技,126818,https://www.lagou.com/gongsi/126818.html,电子商务 / 未融资 / 2000人以上
5624547,10k-15k,python,https://www.lagou.com/jobs/5624547.html,武汉,东湖新技术开发区,2天前发布,经验1-3年,不限,“五险一金 周末双休 节日福利”,/绩效奖金//带薪年假//岗位晋升//五险一金/,10531419,上海驰勤,293137,https://www.lagou.com/gongsi/293137.html,移动互联网，电子商务 / 未融资 / 50-150人
5232364,15k-25k,python开发工程师,https://www.lagou.com/jobs/5232364.html,北京,朝外,2天前发布,经验5-10年,大专,“大平台”,/年底双薪//带薪年假//弹性工作//扁平管理/,8131756,绫致时装（天津）有限公司,237190,https://www.lagou.com/gongsi/237190.html,电子商务，O2O / 不需要融资 / 2000人以上
5021841,15k-30k,Python开发工程师(J10100),https://www.lagou.com/jobs/5021841.html,北京,西二旗,3天前发布,经验3-5年,大专,“五险一金，十四薪，弹性工作”,/电商//房产服务/,895780,会分期,46399,https://www.lagou.com/gongsi/46399.html,移动互联网、金融 / D轮及以上 / 150-500人
3965194,20k以上,Python 开发工程师,https://www.lagou.com/jobs/3965194.html,上海,田林,11:09发布,经验不限,本科,“发展空间大 期权激励 弹性工作”,/C++/,2719723,竹间智能科技(上海)有限公司,98800,https://www.lagou.com/gongsi/98800.html,移动互联网，其他 / B轮 / 150-500人
5297948,10k-20k,Python开发工程师—上海,https://www.lagou.com/jobs/5297948.html,上海,塘桥,1天前发布,经验1-3年,本科,“带薪年假，年度旅游，五险一金”,/大数据/,9745680,优维科技,105373,https://www.lagou.com/gongsi/105373.html,移动互联网，企业服务 / B轮 / 50-150人
